retailer_id,retailer_name,distributor_id,territory_id,outlet_type,town_name,pincode,onboard_date,status,deactivation_date
RET-00234,Jai Kali Stores - 20,DIST-010,T-WB-08,General Store,Asansol,713305,2023-09-16,Active,
RET-00235,Maa Shiva Bhandar - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-09-18,Active,
RET-00236,Kundu Provision Store - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-09-18,Active,
RET-00237,Shree Lakshmi Traders - 17,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-09-18,Active,
RET-00238,Paschim Kirana Bhandar - 33,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2023-09-18,Active,
RET-00239,Shree Ganesh Traders - 09,DIST-002,T-WB-02,General Store,Chinsurah,712101,2023-09-19,Active,
RET-00240,Maa Saraswati Bhandar - 05,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-09-19,Active,
RET-00241,Das Provision Store - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-09-19,Active,
RET-00242,Jai Kali Stores - 10,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-09-19,Active,
RET-00243,Paschim Kirana Bhandar - 23,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-09-19,Active,
RET-00244,Shree Vishnu Traders - 13,DIST-009,T-WB-07,General Store,Asansol,713303,2023-09-19,Active,
RET-00245,Jai Kali Stores - 07,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-09-20,Active,
RET-00246,Patra General Store,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-09-21,Active,
RET-00247,Patra Brothers,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-09-21,Active,
RET-00248,Kundu & Sons - 03,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-09-21,Active,
RET-00249,Shree Ganesh Traders - 23,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-09-21,Active,
RET-00250,Chakraborty General Store - 03,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-09-22,Active,
RET-00251,Jai Shiva Stores - 11,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-09-22,Active,
RET-00252,Chakraborty Provision Store - 08,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-09-22,Active,
RET-00253,Kundu Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-09-23,Active,
RET-00254,Majumdar Provision Store - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-09-23,Active,
RET-00255,Bose & Sons - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-09-23,Active,
RET-00256,Sarkar & Sons - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-09-25,Active,
RET-00257,Biswas Provision Store - 11,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-09-25,Active,
RET-00258,Mondal Provision Store - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-09-26,Active,
RET-00259,Dakhin Kirana Bhandar - 27,DIST-011,T-WB-09,Kirana Store,Durgapur,713204,2023-09-26,Active,
RET-00260,Shree Durga Traders - 04,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-09-27,Active,
RET-00261,Haldar Provision Store - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-09-27,Active,
RET-00262,Biswas & Sons - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-09-27,Active,
RET-00263,Shree Shiva Traders - 10,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-09-27,Active,
RET-00264,Uttar Kirana Bhandar - 09,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-09-28,Active,
RET-00265,Patra Provision Store - 04,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-09-28,Active,
RET-00266,Dey Brothers - 07,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2023-09-28,Active,
RET-00267,Paschim Kirana Bhandar - 16,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2023-09-29,Active,
RET-00268,Uttar Kirana Bhandar - 21,DIST-007,T-WB-06,General Store,Uluberia,711316,2023-09-29,Active,
RET-00269,Chatterjee & Sons - 06,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-09-29,Active,
RET-00270,Shree Durga Traders - 06,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-09-30,Active,
RET-00271,Biswas & Sons - 06,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-09-30,Active,
RET-00272,Nabagram Kirana Bhandar - 32,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2023-09-30,Active,
RET-00273,Shree Shiva Traders,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-10-02,Active,
RET-00274,Sarkar Provision Store - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-10-03,Active,
RET-00275,Ghosh & Sons - 06,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-10-03,Active,
RET-00276,Jai Vishnu Stores,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-10-04,Active,
RET-00277,Maa Kali Bhandar - 11,DIST-005,T-WB-04,Kirana Store,Bardhaman,713102,2023-10-04,Active,
RET-00278,Pal Provision Store - 03,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-10-04,Active,
RET-00279,Paul & Sons - 10,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-10-04,Inactive,2026-03-31
RET-00280,Mondal Brothers - 09,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-10-04,Active,
RET-00281,Maa Lakshmi Bhandar - 09,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2023-10-05,Active,
RET-00282,Majumdar Provision Store - 05,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-10-05,Active,
RET-00283,Jai Saraswati Stores - 20,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-10-05,Active,
RET-00284,Biswas Provision Store - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-10-06,Active,
RET-00285,Banerjee Brothers - 07,DIST-003,T-WB-03,General Store,Arambagh,712601,2023-10-06,Active,
RET-00286,Shree Lakshmi Traders - 14,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-10-06,Active,
RET-00287,Roy Provision Store - 09,DIST-007,T-WB-06,General Store,Uluberia,711315,2023-10-06,Active,
RET-00288,Sen General Store - 12,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-10-06,Inactive,2024-12-11
RET-00289,Nabagram Kirana Bhandar - 04,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-10-07,Active,
RET-00290,Sen Provision Store - 04,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-10-07,Active,
RET-00291,Chakraborty Provision Store - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-10-09,Active,
RET-00292,Paschim Kirana Bhandar,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-10-10,Active,
RET-00293,Mondal Provision Store,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-10-10,Active,
RET-00294,Maa Ganesh Bhandar - 11,DIST-004,T-WB-04,Kirana Store,Bardhaman,713101,2023-10-10,Active,
RET-00295,Chakraborty Provision Store - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-10-10,Active,
RET-00296,Pal Provision Store - 04,DIST-008,T-WB-07,General Store,Asansol,713302,2023-10-10,Inactive,2024-09-05
RET-00297,Jai Ganesh Stores - 16,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-10-10,Active,
RET-00298,Shree Saraswati Traders - 18,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-10-10,Active,
RET-00299,Bose Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2023-10-11,Active,
RET-00300,Shree Ganesh Traders - 07,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-10-11,Active,
RET-00301,Shree Saraswati Traders - 07,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-10-11,Active,
RET-00302,Sen General Store - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-10-12,Active,
RET-00303,Jai Durga Stores - 10,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2023-10-12,Active,
RET-00304,Shree Durga Traders - 20,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-10-12,Active,
RET-00305,Shree Durga Traders - 21,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-10-12,Active,
RET-00306,Pal Provision Store,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-10-13,Active,
RET-00307,Shree Vishnu Traders - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-10-13,Active,
RET-00308,Ghosh Provision Store - 04,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-10-13,Active,
RET-00309,Bose & Sons - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-10-14,Active,
RET-00310,Jai Vishnu Stores - 06,DIST-005,T-WB-04,Kirana Store,Bardhaman,713102,2023-10-14,Active,
RET-00311,Uttar Kirana Bhandar - 33,DIST-011,T-WB-09,General Store,Durgapur,713202,2023-10-14,Active,
RET-00312,Jai Durga Stores - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-10-16,Active,
RET-00313,Bose General Store - 04,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-10-16,Active,
RET-00314,Ghosh Provision Store - 13,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-10-16,Active,
RET-00315,Sen & Sons,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-10-17,Active,
RET-00316,Chatterjee Provision Store - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-10-17,Active,
RET-00317,Mukherjee & Sons - 03,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2023-10-17,Active,
RET-00318,Paschim Kirana Bhandar - 28,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2023-10-17,Active,
RET-00319,Biswas Provision Store - 08,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2023-10-17,Active,
RET-00320,Roy Provision Store - 11,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-10-17,Active,
RET-00321,Majumdar & Sons - 05,DIST-011,T-WB-09,General Store,Durgapur,713203,2023-10-17,Active,
RET-00322,Dakhin Kirana Bhandar - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-10-18,Inactive,2024-12-11
RET-00323,Saha & Sons - 03,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-10-18,Active,
RET-00324,Maa Kali Bhandar - 18,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-10-18,Active,
RET-00325,Shree Lakshmi Traders - 20,DIST-008,T-WB-07,Kirana Store,Asansol,713302,2023-10-18,Inactive,2025-01-19
RET-00326,Jai Shiva Stores - 17,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-10-18,Active,
RET-00327,Shree Shiva Traders - 23,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-10-18,Active,
RET-00328,Shree Shiva Traders - 13,DIST-006,T-WB-05,General Store,Katwa,713131,2023-10-19,Active,
RET-00329,Jai Lakshmi Stores - 20,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-10-19,Active,
RET-00330,Purba Kirana Bhandar - 27,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-10-19,Active,
RET-00331,Maa Lakshmi Bhandar - 11,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-10-20,Active,
RET-00332,Dakhin Kirana Bhandar - 08,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-10-21,Active,
RET-00333,Mondal & Sons - 04,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2023-10-21,Inactive,2025-02-11
RET-00334,Shree Saraswati Traders - 12,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-10-21,Active,
RET-00335,Shree Radha Traders - 17,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-10-21,Active,
RET-00336,Maa Kali Bhandar,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-10-23,Active,
RET-00337,Dakhin Kirana Bhandar - 10,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-10-23,Active,
RET-00338,Shree Saraswati Traders - 05,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-10-23,Active,
RET-00339,Biswas Brothers - 05,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2023-10-23,Active,
RET-00340,Maa Durga Bhandar - 11,DIST-006,T-WB-05,General Store,Katwa,713131,2023-10-23,Active,
RET-00341,Maa Durga Bhandar - 14,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-10-23,Active,
RET-00342,Maa Ganesh Bhandar - 23,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-10-23,Active,
RET-00343,Maa Lakshmi Bhandar - 02,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-10-24,Active,
RET-00344,Jai Radha Stores - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-10-24,Active,
RET-00345,Jai Kali Stores - 18,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2023-10-24,Active,
RET-00346,Das General Store - 04,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-10-24,Active,
RET-00347,Shree Vishnu Traders - 14,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2023-10-24,Active,
RET-00348,Shree Shiva Traders - 06,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-10-25,Active,
RET-00349,Shree Lakshmi Traders - 18,DIST-007,T-WB-06,General Store,Uluberia,711317,2023-10-25,Active,
RET-00350,Shree Saraswati Traders - 16,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-10-25,Active,
RET-00351,Jai Durga Stores - 13,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-10-25,Active,
RET-00352,Maa Durga Bhandar - 09,DIST-004,T-WB-04,General Store,Bardhaman,713102,2023-10-26,Active,
RET-00353,Nabagram Kirana Bhandar - 11,DIST-004,T-WB-04,Kirana Store,Bardhaman,713101,2023-10-26,Inactive,2025-11-20
RET-00354,Maa Lakshmi Bhandar - 16,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-10-26,Active,
RET-00355,Mitra & Sons - 04,DIST-008,T-WB-07,General Store,Asansol,713302,2023-10-26,Active,
RET-00356,Mondal & Sons - 06,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-10-26,Active,
RET-00357,Saha Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-10-27,Active,
RET-00358,Shree Radha Traders - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-10-27,Active,
RET-00359,Shree Vishnu Traders - 10,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-10-27,Active,
RET-00360,Maa Kali Bhandar - 08,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-10-28,Active,
RET-00361,Maa Ganesh Bhandar - 20,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2023-10-28,Active,
RET-00362,Mitra Provision Store - 08,DIST-011,T-WB-09,Kirana Store,Durgapur,713202,2023-10-28,Inactive,2025-02-11
RET-00363,Shree Ganesh Traders - 03,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2023-10-30,Active,
RET-00364,Pal & Sons,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-10-30,Active,
RET-00365,Jai Shiva Stores - 09,DIST-004,T-WB-04,Kirana Store,Bardhaman,713103,2023-10-30,Active,
RET-00366,Dakhin Kirana Bhandar - 19,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-10-30,Active,
RET-00367,Jai Vishnu Stores - 09,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-10-30,Active,
RET-00368,Mondal Provision Store - 09,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-10-30,Active,
RET-00369,Maa Ganesh Bhandar,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2023-10-31,Active,
RET-00370,Biswas Provision Store - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-10-31,Active,
RET-00371,Bose General Store - 03,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2023-10-31,Active,
RET-00372,Jai Kali Stores - 14,DIST-007,T-WB-06,General Store,Uluberia,711317,2023-10-31,Active,
RET-00373,Jai Lakshmi Stores - 17,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-10-31,Active,
RET-00374,Uttar Kirana Bhandar - 32,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2023-10-31,Inactive,2025-05-04
RET-00375,Ghosh & Sons - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-11-01,Active,
RET-00376,Shree Lakshmi Traders - 21,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-11-01,Active,
RET-00377,Uttar Kirana Bhandar - 12,DIST-004,T-WB-04,General Store,Bardhaman,713103,2023-11-02,Active,
RET-00378,Maa Kali Bhandar - 14,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-02,Active,
RET-00379,Haldar Brothers - 07,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-11-02,Active,
RET-00380,Dakhin Kirana Bhandar - 05,DIST-001,T-WB-01,General Store,Serampore,712201,2023-11-03,Active,
RET-00381,Patra Provision Store - 03,DIST-009,T-WB-07,Kirana Store,Asansol,713301,2023-11-03,Active,
RET-00382,Biswas Brothers,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-11-04,Active,
RET-00383,Biswas Brothers - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-11-04,Active,
RET-00384,Shree Shiva Traders - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-11-04,Active,
RET-00385,Shree Ganesh Traders - 08,DIST-002,T-WB-02,Kirana Store,Chinsurah,712102,2023-11-04,Active,
RET-00386,Shree Durga Traders - 28,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-11-04,Active,
RET-00387,Sen Brothers,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-11-06,Active,
RET-00388,Bose General Store - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-11-06,Active,
RET-00389,Patra Provision Store - 02,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-11-06,Active,
RET-00390,Jai Vishnu Stores - 14,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-11-06,Active,
RET-00391,Bose & Sons - 09,DIST-011,T-WB-09,Kirana Store,Durgapur,713201,2023-11-06,Active,
RET-00392,Majumdar Provision Store - 07,DIST-009,T-WB-07,Kirana Store,Asansol,713302,2023-11-07,Active,
RET-00393,Jai Radha Stores - 19,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-11-07,Active,
RET-00394,Nabagram Kirana Bhandar,DIST-001,T-WB-01,Kirana Store,Serampore,712202,2023-11-08,Active,
RET-00395,Chakraborty Provision Store - 03,DIST-003,T-WB-03,General Store,Arambagh,712601,2023-11-08,Active,
RET-00396,Haldar General Store - 10,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2023-11-08,Active,
RET-00397,Maa Saraswati Bhandar - 19,DIST-010,T-WB-08,Kirana Store,Asansol,713321,2023-11-08,Active,
RET-00398,Maa Radha Bhandar - 24,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-11-08,Active,
RET-00399,Chatterjee Provision Store - 03,DIST-005,T-WB-04,General Store,Bardhaman,713104,2023-11-09,Active,
RET-00400,Mitra Brothers - 03,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-11-09,Active,
RET-00401,Chakraborty Brothers - 07,DIST-007,T-WB-06,Kirana Store,Uluberia,711315,2023-11-09,Inactive,2024-07-24
RET-00402,Mondal General Store - 07,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-11-09,Active,
RET-00403,Shree Saraswati Traders - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-11-10,Active,
RET-00404,Shree Radha Traders - 09,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-11-10,Active,
RET-00405,Maa Radha Bhandar - 17,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-11-10,Active,
RET-00406,Paul & Sons - 03,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-11-11,Active,
RET-00407,Majumdar Provision Store - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-11-11,Active,
RET-00408,Sen General Store - 13,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-11-11,Active,
RET-00409,Ghosh Provision Store,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-11-13,Active,
RET-00410,Sen General Store,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-11-13,Active,
RET-00411,Patra General Store - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-11-13,Active,
RET-00412,Majumdar Brothers - 05,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-14,Active,
RET-00413,Nabagram Kirana Bhandar - 23,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-11-14,Active,
RET-00414,Maa Ganesh Bhandar - 21,DIST-008,T-WB-07,Kirana Store,Asansol,713301,2023-11-14,Active,
RET-00415,Chatterjee Brothers - 04,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-11-14,Active,
RET-00416,Kundu General Store,DIST-001,T-WB-01,Kirana Store,Serampore,712201,2023-11-15,Active,
RET-00417,Nandi Brothers - 05,DIST-004,T-WB-04,Kirana Store,Bardhaman,713102,2023-11-15,Active,
RET-00418,Mondal General Store - 04,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-15,Active,
RET-00419,Mitra General Store - 05,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-11-15,Active,
RET-00420,Mukherjee General Store - 09,DIST-011,T-WB-09,General Store,Durgapur,713202,2023-11-15,Active,
RET-00421,Jai Lakshmi Stores - 02,DIST-001,T-WB-01,Kirana Store,Serampore,712203,2023-11-16,Active,
RET-00422,Maa Shiva Bhandar - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-11-16,Active,
RET-00423,Mondal & Sons - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-11-16,Active,
RET-00424,Roy General Store - 03,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2023-11-16,Active,
RET-00425,Maa Radha Bhandar - 07,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-16,Inactive,2025-10-13
RET-00426,Jai Durga Stores - 14,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-11-16,Inactive,2025-09-25
RET-00427,Paschim Kirana Bhandar - 09,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-11-17,Active,
RET-00428,Dey Brothers - 04,DIST-007,T-WB-06,Kirana Store,Uluberia,711317,2023-11-17,Active,
RET-00429,Shree Saraswati Traders - 15,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-11-17,Active,
RET-00430,Jai Saraswati Stores - 09,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-11-18,Active,
RET-00431,Mukherjee General Store - 03,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-11-18,Active,
RET-00432,Maa Lakshmi Bhandar - 10,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-18,Active,
RET-00433,Dakhin Kirana Bhandar - 20,DIST-007,T-WB-06,Kirana Store,Uluberia,711316,2023-11-18,Active,
RET-00434,Maa Durga Bhandar - 17,DIST-008,T-WB-07,Kirana Store,Asansol,713302,2023-11-18,Active,
RET-00435,Chakraborty General Store - 05,DIST-008,T-WB-07,Kirana Store,Asansol,713303,2023-11-18,Inactive,2025-06-02
RET-00436,Banerjee Brothers - 04,DIST-002,T-WB-02,Kirana Store,Chinsurah,712101,2023-11-20,Active,
RET-00437,Sarkar Brothers,DIST-002,T-WB-02,Kirana Store,Chinsurah,712104,2023-11-20,Active,
RET-00438,Maa Vishnu Bhandar - 06,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2023-11-20,Active,
RET-00439,Paschim Kirana Bhandar - 21,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-20,Active,
RET-00440,Nabagram Kirana Bhandar - 18,DIST-006,T-WB-05,Kirana Store,Katwa,713131,2023-11-20,Active,
RET-00441,Chakraborty Provision Store - 07,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-11-20,Active,
RET-00442,Shree Kali Traders - 14,DIST-011,T-WB-09,Kirana Store,Durgapur,713203,2023-11-20,Active,
RET-00443,Chatterjee & Sons - 02,DIST-003,T-WB-03,Kirana Store,Arambagh,712602,2023-11-21,Inactive,2024-10-22
RET-00444,Sen Provision Store - 02,DIST-004,T-WB-04,Kirana Store,Bardhaman,713104,2023-11-21,Active,
RET-00445,Maa Shiva Bhandar - 10,DIST-005,T-WB-04,Kirana Store,Bardhaman,713104,2023-11-21,Active,
RET-00446,Jai Shiva Stores - 10,DIST-006,T-WB-05,Kirana Store,Katwa,713130,2023-11-21,Active,
RET-00447,Bose Provision Store - 05,DIST-010,T-WB-08,Kirana Store,Asansol,713305,2023-11-21,Active,
RET-00448,Shree Lakshmi Traders - 23,DIST-010,T-WB-08,Kirana Store,Asansol,713304,2023-11-21,Active,
RET-00449,Sen & Sons - 05,DIST-010,T-WB-08,General Store,Asansol,713304,2023-11-21,Active,
RET-00450,Ghosh General Store - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-11-22,Active,
RET-00451,Chatterjee Brothers - 03,DIST-003,T-WB-03,Kirana Store,Arambagh,712601,2023-11-22,Active,
RET-00452,Sarkar General Store - 04,DIST-005,T-WB-04,Kirana Store,Bardhaman,713103,2023-11-22,Active,
